Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F7.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F1.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F1.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F1.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F7.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F1.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F3.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F1.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F2.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F4.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F7.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F7.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F4.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F7.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F3.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F5.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F2.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F6.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F3.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F8.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F8.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F2.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F6.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F3.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F4.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F5.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F6.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F8.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F1.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F5.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F6.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F5.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F2.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F3.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F4.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F8.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F4.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F5.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F4.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\HeLa-1-std-500ng.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n1-F9.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F5.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F6.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F6.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F3.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F2.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F2.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\HeLa-2-std-500ng.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n1-F9.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n2-F9.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\HeLa-3-std-500ng.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\HeLa-4-std-500ng.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F8.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F8.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n2-F9.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-whel-n3-F9.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F9.mzML	F:\Julia\wheldone-DIFFPOP\04-19-24\OV3-DMSO-n3-F7.mzML
P14550	P14550		AKR1A1		7.56112e+06	6.8901e+06	8.19415e+06	6.20575e+06	5.62918e+06	6.49787e+06	993508	4.97414e+06	4.43552e+06	2.96457e+06	1.11609e+06	597690	3.64581e+07		5.87805e+06	1.58902e+06	3.52815e+06	1.14738e+06	6.63135e+06			6.06801e+06	1.41667e+06	4.28367e+06	4.10366e+07	1.70967e+06	1.53589e+06		7.40065e+06	1.46109e+06	834252	1.4004e+07	4.9784e+06	8.84617e+06	3.97082e+07		4.73467e+07	3.4541e+06	4.19954e+07	7.03831e+06		1.70628e+06	421308	1.29703e+06	7.57006e+06	4.15446e+06	4.806e+06	8.12743e+06			7.70354e+06	8.15762e+06						
P14618	P14618		PKM		9.37289e+07	9.61865e+07	1.1195e+08	1.3067e+08	1.27266e+08	1.14185e+08	7.91801e+06	9.94493e+07	9.81824e+07	4.53762e+06	5.29696e+06	3.88631e+06	2.92519e+08	2.35579e+06	1.40727e+08	4.48157e+08	1.00186e+08	1.17033e+07	1.50692e+08	7.10779e+07	2.41257e+07	1.02981e+08	1.28468e+07	1.44431e+08	2.87707e+08	3.62855e+08	1.16041e+07	6.38186e+07	1.19922e+08	3.35677e+08	1.29565e+07	4.90752e+08	8.79812e+07	1.77529e+08	2.10829e+08	2.2649e+07	4.38606e+08	4.53896e+08	2.32235e+08	1.14133e+08	2.00578e+07	3.94758e+08	1.95365e+07	2.0368e+07	1.41874e+08	1.3312e+08	9.84855e+07	1.63072e+08	1.30311e+07	2.44117e+07	1.39956e+08	1.65849e+08	6.18716e+07	6.02417e+07	8.13338e+07	9.54871e+07	4.19816e+08	6.5119e+08
P14621	P14621		ACYP2								3.15464e+06			2.45393e+06	2.3773e+06	1.94344e+06		1.93517e+06						1.25078e+07	2.14178e+07							1.63555e+07								1.23287e+07					2.23136e+07								1.64408e+07	2.63775e+07			1.7533e+07	3.88178e+07	1.14628e+07	5.39797e+07	5.62641e+07	
P14625	P14625		HSP90B1		5.07572e+07	4.51868e+07	5.34802e+07	4.52672e+07	4.40832e+07	4.58433e+07	1.74914e+07	3.92506e+07	4.30899e+07		3.37529e+06	1.0592e+06	8.32301e+07		6.55179e+07	2.4636e+06	3.84433e+07	3.80495e+06	5.96344e+07			4.72907e+07	4.69357e+06	5.49633e+07	7.33463e+07	2.62655e+06	2.94803e+06	1.18059e+08	5.07448e+07	4.04513e+06	3.36683e+06	5.03502e+06	4.79434e+07	7.23664e+07	1.26862e+08		5.14454e+07	2.69236e+06	9.85434e+07	4.50935e+07		3.50704e+06	4.53855e+06	4.10901e+06	6.4444e+07	4.27094e+07	5.22172e+07	4.7628e+07		7.07862e+08	4.77533e+07	5.2798e+07						6.13299e+08
P14635	P14635		CCNB1		125455	441281	298095	349787	367183	413666		317117	322603				252300		228923	779829	323720	731050	198850			292857	754984	249168	247418	704187	594748		293403	718842	500726	507850	243768	214399	165655		233991	587236	231575	317108		585922	453473	425651	174070	212888	193479	70554.9			140120	137912						
P14649	P14649		MYL6B		2.97563e+08	6.9295e+07	2.76629e+08	1.87878e+08	1.79548e+08	1.80991e+08		1.42409e+08	3.29578e+07				1.27162e+07		2.03187e+07	4.3678e+06	4.28895e+07	430666	1.65191e+07			3.95222e+07	2.18592e+06	1.29265e+07	8.97493e+06	2.3546e+06	528377	498163	1.30249e+08	2.31779e+06	464652	3.01314e+06	4.68927e+07	1.56385e+07	1.65832e+07		1.01954e+07	3.73242e+06	1.50077e+07	1.44678e+07		3.71126e+06	476450	373265	1.6993e+07	2.32418e+07	2.67836e+07	1.5783e+07			1.8655e+07	1.96783e+07						
P14678	P14678		SNRPB		6.49964e+06	9.13543e+06	5.54159e+06	1.15557e+07	1.12043e+07	1.05205e+07	4.14274e+07	1.06885e+07	1.11355e+07	4.82882e+07	3.67686e+07	3.41506e+07	2.91807e+06	5.58654e+07	8.2237e+06	4.46323e+06	1.02707e+07	1.10939e+07	8.37049e+06	1.97682e+08	3.43752e+08	1.07336e+07	4.10222e+06	1.05573e+07	2.16919e+06	3.70584e+06	5.18736e+06	1.97116e+08	8.66446e+06	4.38352e+06	6.28075e+06	4.33057e+06	9.69952e+06	7.75e+06	3.47632e+06	1.74185e+08	2.91882e+06	3.90277e+06	2.22563e+06	9.3859e+06	6.41435e+07	3.35455e+06	4.43607e+06	3.90697e+06	8.10853e+06	1.23509e+07	1.07719e+07	7.39884e+06	3.35313e+07	4.77236e+07	7.25877e+06	7.43187e+06	9.0661e+07	1.63243e+08	1.5805e+07		3.81705e+07	
P14854	P14854		COX6B1		7.29529e+06	2.8398e+06	6.51645e+06	3.1238e+06	3.17731e+06	2.69446e+06	1.83391e+07	2.37054e+06	1.58939e+06	1.27581e+07	1.56923e+07	9.69999e+06	851208	1.05163e+07	851686	1.35339e+06	1.34855e+06	9.99483e+06	833458	1.76727e+08	2.79284e+08	1.97509e+06	2.92286e+06	709336	1.23093e+06	1.46392e+06	3.47723e+06	1.55494e+08	2.32553e+06	2.43596e+06	3.81784e+06	1.34945e+06	1.27589e+06	882610	973840	1.76548e+08	1.50027e+06	1.38745e+06	996763	2.55959e+06	2.01756e+08	1.5337e+06	3.49864e+06	2.7549e+06	889462	1.48948e+06	1.0573e+06	2.23873e+06	1.64102e+08	1.85346e+08	2.28656e+06	2.92532e+06	2.10504e+08	2.69593e+08	1.90671e+08	4.37524e+08	5.85515e+08	5.79309e+08
P14859	P14859		POU2F1		885700	485804	683533	493417	487009	472742	2.30159e+06	507245	347964	1.9801e+06	2.36135e+06	2.10385e+06	329249	1.61204e+06	334847	1.27388e+06	360615	2.62211e+06	267645	6.03014e+06		381827	1.84068e+06	323178	409006	1.26169e+06	1.98891e+06	6.53653e+06	511705	1.54727e+06	1.8245e+06	903596	426533	218428	258311	6.68041e+06	573747	1.00919e+06	314039	483337	9.8287e+06	1.17856e+06	2.15649e+06	1.79089e+06	198570	231466	350070	459884	1.06915e+07	1.34714e+07	506439	414102	1.32183e+07		9.94228e+06	1.0331e+07		
P14866	P14866		HNRNPL		1.49404e+07	1.97103e+07	1.28041e+07	1.64035e+07	1.69705e+07	1.79279e+07		1.89775e+07	1.61039e+07				2.02121e+06	1.77012e+07	9.36765e+06	2.93386e+06	1.54652e+07	4.55906e+06	1.04222e+07			1.51807e+07	5.7204e+06	1.08012e+07	3.7728e+06	7.45211e+06	7.78257e+06	1.05106e+08	1.6731e+07	2.69062e+06	6.23313e+06	4.99604e+06	1.61324e+07	9.10614e+06	4.32003e+06		1.62772e+06	5.87857e+06	3.77822e+06	8.29087e+06		7.32132e+06	8.25224e+06	7.51878e+06	1.05119e+07	1.26935e+07	1.33465e+07	7.66664e+06		7.57666e+07	6.31955e+06	7.15488e+06						6.89322e+08
P14868	P14868		DARS1		6.14501e+06	7.36943e+06	5.93673e+06	8.37965e+06	8.31848e+06	8.45604e+06		8.21003e+06	9.67662e+06				1.85301e+06		9.13035e+06	208245	1.03268e+07		9.09621e+06			9.81395e+06	232656	1.01574e+07	1.16142e+06	328416			7.86782e+06	169177		258913	1.00212e+07	7.79709e+06	2.29405e+06		776905	375419	1.4793e+06	4.77559e+06		340157		341661	9.36783e+06	1.28897e+07	1.05358e+07	5.01922e+06			4.86304e+06	4.41416e+06						
P14923	P14923		JUP		4.347e+06	3.62285e+06	4.19783e+06	3.68086e+06	3.74782e+06	3.57122e+06		3.87071e+06	3.57246e+06				1.62808e+06		2.32497e+06	216218	3.56087e+06		2.5039e+06	1.13347e+07		4.11754e+06		2.60764e+06	1.21486e+06	162305	340736		3.16191e+06		177681	242992	3.08908e+06	2.46786e+06	1.98475e+06		819305	168725	1.71604e+06	621666	9.35028e+06	243587	406117	447759	2.47185e+06	3.16508e+06	2.93908e+06	518960	9.09179e+06	1.80025e+07	519564	361810	2.09421e+07	5.23479e+07	2.43175e+07	9.21905e+07	8.41678e+07	
P14927	P14927		UQCRB		1.94161e+06	911588	1.9526e+06	1.17078e+06	1.11593e+06	1.03269e+06	1.57464e+07	711154	487741	1.30729e+07	1.43307e+07	1.17211e+07	372496	1.17875e+07	427197	1.51288e+06	502111	7.46563e+06	672449	1.62649e+07	1.68274e+07	559499	3.66894e+06	620573	378726	1.00792e+06	3.75528e+06	1.47006e+07	711001	1.71875e+06	4.67518e+06	1.19134e+06	693593	503708	531027	1.98941e+07	568962	1.18399e+06	493938	2.67587e+06	2.65758e+07	1.27592e+06	4.68791e+06	4.26965e+06	537728	791587	907854	2.69867e+06	1.98913e+07	2.10403e+07	2.64905e+06	2.63396e+06	2.09454e+07	2.92249e+07	2.13346e+07		5.89154e+07	
P15104	P15104		GLUL		2.00947e+06	908065	2.27854e+06	1.20512e+06	1.23629e+06	1.15174e+06	5.12068e+07	933754	561534	4.88671e+07	5.32285e+07	6.44251e+07	1.58053e+06	5.60563e+07	341136	2.54037e+06	530743	4.29669e+07	412888	1.63337e+07	3.51231e+07	743678	1.37584e+07	388580	1.8802e+06	2.21978e+06	2.24918e+07	1.24583e+07	884750	3.11558e+06	2.34439e+07	2.92025e+06	453945	420975	1.09572e+06	1.2221e+07	2.80668e+06	2.57551e+06	1.34602e+06	91317.2		2.95648e+06	2.41672e+07	1.9852e+07	463737	524177	472656						1.37169e+07	1.89182e+07				1.22958e+09
P15121	P15121		AKR1B1		1.75926e+06	1.57861e+06	2.52211e+06	2.19389e+06	2.03513e+06	2.10884e+06		1.69284e+06	1.0622e+06			2.5605e+06	5.3303e+06	4.79414e+06	582178	2.52971e+07	813862	2.35624e+06	922005			1.33021e+06	5.74085e+06	600223	6.3784e+06	2.23243e+07	3.10138e+06		1.65653e+06	2.29225e+07	2.20455e+06	2.15235e+07	731129	1.00157e+06	2.19942e+06		8.22447e+06	2.31441e+07	4.06005e+06	5.93676e+06		2.08146e+07	2.62445e+06	2.6816e+06	908327	737973	580661	6.19094e+06			5.56761e+06	5.49163e+06						1.90657e+08
P15144	P15144		ANPEP		738520										1.21752e+06	1.76292e+06		1.63416e+06				671098					238725				440126				424215												344984	217949								164620						
P15151	P15151		PVR			701750	1.88591e+06	1.30795e+06	1.21565e+06	789936	8.13105e+06	1.27663e+06	532644	6.29042e+06	7.93497e+06	7.68309e+06	150093	7.08331e+06	348262	367419		9.07792e+06		3.62484e+07	4.61254e+07	784217	6.55418e+06	338515	224727	414018	9.00798e+06	2.24086e+07	936122	651408	9.42858e+06	247679			216036	2.31286e+07	236730	269127	266366	990722	6.94118e+06	438681	1.0023e+07	8.42034e+06				1.44038e+06	2.86269e+06		1.62808e+06	1.0985e+06	2.97055e+07	2.47791e+07				
P15170	P15170		GSPT1		1.60924e+06	1.5622e+06	1.76164e+06	1.1095e+06	1.21439e+06	1.23688e+06	3.11776e+06	990083	864230				4.6276e+06		1.52385e+06	1.25811e+06	678695		1.59159e+06		1.21623e+07	985769	243514	1.14145e+06	4.63688e+06	1.16399e+06	96083.3	5.28777e+06	1.07692e+06	908332	91734.3	2.74027e+06	988453	1.84466e+06	4.34616e+06		4.38664e+06	1.59762e+06	4.39931e+06	4.33949e+06		1.18531e+06	886482	433531	1.39958e+06	625910	847468	3.90851e+06			4.37182e+06	5.29223e+06						
P15259	P15259		PGAM2					792203			2.73087e+07			2.8666e+07	1.43956e+06	932720			598023	68058.9		2.68495e+07					3.08831e+06				8.39084e+06			359195	3.9733e+06												3.68524e+06	582288														8.09388e+07
P15289	P15289		ARSA				799706		835504		3.93918e+06	1.11274e+06		3.04787e+06	3.67009e+06	1.93898e+06		1.96058e+06			1.06062e+06	1.47736e+06		6.87549e+07	9.1991e+07		906672			863797	1.22817e+06	8.05355e+07					792945			6.16523e+07				1.73044e+06	4.11502e+07		1.75331e+06			882965		1.77884e+06	3.27085e+07	3.32911e+07	1.99694e+06		1.14615e+08	1.52736e+08	2.39734e+07	1.13696e+08	7.00251e+07	6.67466e+07
P15291	P15291		B4GALT1		439761	1.11202e+06	461986	569964	514383	734226		459408	332883	162395		87120.4	286654		309609	2.82368e+06	339598	3.5464e+06	330204			405610	8.45814e+06	232218	319938	2.55438e+06	7.74324e+06		763125	4.01412e+06	7.52038e+06	1.28947e+06	414405	306955	268807		512420	2.10426e+06	402386	4.55258e+06		2.69559e+06	7.03924e+06	7.20554e+06	244532	323528	376334	4.25584e+06			5.26048e+06	6.52513e+06						7.07844e+07
P15309	P15309		ACP3		333607	202895	399153		200258		6.84975e+06			6.10801e+06	6.87452e+06	5.93374e+06		4.9162e+06				8.77648e+06					3.78993e+06		66132.2	126997	6.1707e+06		139254	202535	5.96097e+06						131156	110576	60130.1			159837	5.18399e+06	4.48059e+06														1.87278e+08
P15311	P15311		EZR		1.8319e+07	1.41101e+07	1.84809e+07	1.60505e+07	1.53881e+07	1.44036e+07	9.4544e+07	1.12095e+07	1.07359e+07	6.29048e+07	7.64396e+07	9.95071e+07	2.64309e+07	6.80106e+07	8.71702e+06	1.62192e+07	8.74656e+06	2.64813e+08	9.11428e+06	1.40394e+07		1.10098e+07	1.80161e+08	1.09383e+07	2.91891e+07	1.32781e+07	2.19063e+08		1.21309e+07	1.81495e+07	2.89048e+08	2.29458e+07	8.50855e+06	1.24596e+07	2.5236e+07	7.07564e+07	3.58787e+07	1.72098e+07	2.86587e+07	2.11598e+07	6.68505e+07	1.6816e+07	2.01401e+08	2.02736e+08	1.04752e+07	1.06349e+07	1.04331e+07	1.92503e+07	1.01884e+08		1.81238e+07	1.95573e+07	1.24738e+08	4.81558e+07	7.59222e+07	3.71793e+07		6.77607e+09
P15313	P15313		ATP6V1B1		614286	302022	528767	308572	287516	341466			308191				129627		272672		247891		234508			239899		288606	42985.1				191074				204500	191002	176972				65753.1						191848	175235	110411											
P15328	P15328		FOLR1		8.71954e+06	6.77354e+06	8.69685e+06	6.63792e+06	5.17671e+06	6.89928e+06	4.23818e+07	4.76734e+06	1.9632e+06	2.99491e+07	3.63688e+07	3.65216e+07	417112	3.25621e+07	423196	265252	1.62738e+06	1.13878e+07	623281	3.18938e+07	4.07745e+07	1.44917e+06	961139	611394	351297	295936	1.61203e+06	3.36507e+07	3.35475e+06	302434	1.53187e+06	460204	1.45512e+06	458610	469983	2.4145e+07	365081	296088	259025	7.88668e+06	7.00635e+07	244415	1.50214e+06	925509	283994	1.17025e+06	703159	8.11724e+06	3.22985e+07	6.76214e+07	6.77046e+06	6.12679e+06	3.44442e+07	4.02842e+07	3.19899e+07	1.00998e+08	1.802e+08	7.53095e+08
P15374	P15374		UCHL3		2.40218e+06	2.92456e+06	1.86218e+06	2.53375e+06	2.3708e+06	2.79622e+06		2.43052e+06	2.45778e+06		198380		3.16937e+06		2.50928e+06	1.15693e+06	2.22445e+06	368831	2.63128e+06			1.97098e+06	862708	2.19994e+06	3.87567e+06	1.42649e+06	617121		2.5106e+06	1.13302e+06	435913	1.886e+06	2.27049e+06	2.55226e+06	3.93582e+06		3.27638e+06	1.15314e+06	3.52534e+06	4.54019e+06		1.17412e+06	418352	2.94999e+06	2.64119e+06	1.6799e+06	2.1574e+06	3.73391e+06			3.64321e+06	4.2269e+06						
P15408	P15408		FOSL2														38742.5		41188.7									19613.1	21246.8										45334.8				23274.2	116276								82143.2			68891.2	36410.4						
P15529	P15529		CD46		550962	430245	569350	529575	575233	516305	5.3663e+06	461940	249890	4.22398e+06	5.35757e+06	9.70976e+06	229350	8.44305e+06	176956	310167		9.08484e+06	170289			236311	4.27203e+06	171252			6.77989e+06			1.41084e+06	8.03464e+06	390166	155990	177452	186922			363561	186739	2.12975e+06			7.25248e+06	5.39397e+06				1.89866e+06	3.99214e+07		1.74563e+06	1.88326e+06						
P15531	P15531		NME1		2.76269e+07	1.72026e+07	2.89014e+07	2.32936e+07	2.29794e+07	2.2414e+07	1.01884e+08	1.67231e+07	1.15899e+07	1.23951e+08	9.9749e+07	1.46871e+08	1.58298e+07	9.31741e+07	6.57922e+06	9.014e+07	9.1064e+06	1.01122e+09	8.1792e+06	2.11993e+07	1.52764e+07	1.22844e+07	7.46943e+08	7.75622e+06	1.81245e+07	9.26774e+07	9.62386e+08	6.61626e+06	1.96938e+07	1.99499e+08	8.27043e+08	5.8779e+07	8.61675e+06	7.45798e+06	1.18048e+07	1.34495e+07	3.088e+07	8.07234e+07	1.50117e+07	6.32043e+07		1.11734e+08	9.58706e+08	8.10946e+08	6.19039e+06	9.53733e+06	7.81312e+06	6.37336e+07			5.98709e+07	6.02518e+07	1.20102e+07	2.7164e+07		1.35376e+08		2.39666e+10
P15559	P15559		NQO1		703892	602488	935569	531349	715161	278398		356265	292167			2.95541e+06	1.2437e+06	631345	421160	6.87963e+06	467748	6.30964e+06	403778			509488	1.15818e+07	389475	1.21443e+06	6.30048e+06	5.7147e+06		734598	6.64637e+06	5.06556e+06	4.06675e+06	400826	422062	640514		1.14231e+06	5.70001e+06	1.14619e+06	1.20718e+06		6.24108e+06	4.94438e+06	4.95706e+06	304434	290377	362408	1.08919e+06			1.7155e+06	1.81046e+06						2.19369e+08
P15586	P15586		GNS		2.00701e+06	1.08744e+06	2.14746e+06	1.39844e+06	1.48958e+06	1.02096e+06	1.92448e+07	1.28986e+06	686481	1.99484e+07	1.75905e+07	1.4854e+07	162724	1.31473e+07	750129	823137	656429	4.43945e+06	2.24911e+06	7.14984e+08	7.94421e+08	930865	1.77847e+06	1.32087e+06	412991	566561	2.40646e+06	6.24718e+08	1.10392e+06	569787	2.64183e+06	465635	628796	417881	378033	7.46678e+08	280286	1.21054e+06	1.11962e+06	1.96611e+06	4.50951e+08	995384	1.49285e+06	1.51234e+06	900171	810432	829864	2.34236e+06	3.13946e+08	4.00873e+08	2.25595e+06	2.51902e+06	7.46126e+08	1.04363e+09	2.83103e+08	9.06545e+08	6.91871e+08	8.14293e+08
P15735	P15735		PHKG2		158922	176009	137180	166969	167902	181224		162304	219942				26328.4		143890		162212		103365			142522		128419					180857				146490	73772.8	53348.3										68679	136443	84839.9											
P15848	P15848		ARSB				151267		141110	143651	1.31422e+07		67454.7	2.19055e+07	1.71409e+07	1.03071e+07	1.69539e+06	9.02309e+06				723101		7.81054e+07	1.00808e+08			832596				5.715e+07					773177		1.27294e+06	3.98217e+07	2.65276e+06				6.29035e+07								1.00476e+08	5.03273e+07			6.62761e+07	8.98175e+07	5.8475e+07	1.72094e+08	1.28873e+08	
P15880	P15880		RPS2		2.59105e+07	2.54033e+07	2.50092e+07	3.13527e+07	2.87805e+07	3.03034e+07		2.68741e+07	3.18166e+07				1.71824e+06		2.20892e+07		3.26108e+07		2.19411e+07			3.2339e+07		2.75759e+07	921965				2.83323e+07			269940	3.02037e+07	1.84362e+07	4.50203e+06		786333	136858	2.11988e+06	1.84444e+07					2.29907e+07	4.07368e+07	2.95331e+07	2.081e+07			1.99947e+07	2.24473e+07	1.72732e+07					
P15907	P15907		ST6GAL1					121779	159434	186882		119456	100110				86585		59751	404838		1.29272e+06	66584.6			113812	1.07052e+06		82696.9	525270	1.03011e+06		164398	600858	650319	220233	92242.8	44203.8	55631.5		132880	328092	59662.6			404165	694498	598885														
P15924	P15924		DSP		1.5869e+06	367693	1.16287e+06	391368		494451		469395	441991	957933	1.04002e+06				332533		550702		510726	1.31435e+07	1.59639e+07	833477		368653	509833		518283		712972			1.79108e+06	412957		604108	1.401e+07	994881	1.81913e+06	418410	1.34512e+06	3.48549e+07	288001			323858	454560	307317	1.07842e+06	2.50487e+07	3.63244e+07	1.46839e+06	1.41429e+06	9.04178e+07	4.25328e+07	4.54923e+07		7.59163e+07	
P15927	P15927		RPA2		1.62705e+06	1.40139e+06	1.54818e+06	2.09679e+06	1.70081e+06	1.04349e+06		1.60365e+06	1.20229e+06	1.47358e+06			1.78733e+06	2.63139e+06	1.48182e+06	3.46686e+06	841411		1.15948e+06			1.02458e+06	1.53199e+06	1.2057e+06	1.43318e+06	2.47998e+06	457464		1.38935e+06	2.85723e+06	778700	2.89238e+06	1.16834e+06	1.62655e+06	1.35811e+06		1.65003e+06	2.77767e+06	1.66453e+06	1.25951e+06		3.20673e+06	1.49183e+06	1.84592e+06	1.0175e+06	910534	969523	2.03366e+06			2.14867e+06	1.72727e+06						
P15954	P15954		COX7C		1.87557e+06	717585	1.7454e+06	1.08124e+06	1.07369e+06	982279	1.91358e+07	580743	225652	1.22541e+07	2.76694e+07	2.0266e+07	114750	2.14982e+07	143294	191833	198393	4.65962e+06	106816	3.88266e+07	8.41694e+07	179042	751910	73136.9	100961	194187	1.22463e+06	1.83799e+07	568975	270915	884037	146602	151474	59322.6	84182.2	3.10767e+07	212094	116173	167076	1.37714e+06		108395	735590	615293			318864	1.74424e+06			1.57805e+06	1.91432e+06	1.8699e+07	3.51065e+07				2.40784e+08
P16035	P16035		TIMP2								1.35103e+06			702112	1.37567e+06	1.04726e+06		1.47225e+06				52689.6		6.06763e+06	1.26066e+07							6.94203e+06								6.07593e+06					1.14299e+07								8.48558e+06	6.51737e+06			3.05e+06	5.35938e+06	3.27326e+06			1.1501e+07
P16066	P16066		NPR1		1.09604e+06	715946	1.12979e+06	781111	837235	715909		801204	735076				302020		544222		772892		582777			859102		589353					621316				668107	500746	210477				146024	389885					597042	740974	746740	288584			267716	183777						
P16070	P16070		CD44																			242825					213198				356510				340377									4.83915e+06			391274	238671		1.24716e+06		4.62011e+06			4.54817e+06	5.207e+06						
P16083	P16083		NQO2								1.93001e+06			2.0457e+06	2.4829e+06	1.68145e+06	56919.7	2.16456e+06			205249	136876											221368					58709.3						1.69009e+06								1.64898e+06			1.59516e+06	1.6241e+06						
P16104	P16104		H2AX		604170	419866	547541	881257	789429	346080		705254	439506		965170	1.01611e+06	247153	769975	456538		536200		379526			554680		293128	179559				507469				365947	312713	266854		246318		249541	417589					387116	285467	149254	473740			1.00506e+06	2.88489e+06						
P16144	P16144		ITGB4		370267	380825	488791	328208	301582	240078		223206	228506				139545		97947.7	377343	161355	1.3878e+06	302435			203225	1.21013e+06	124732	125789	275598	1.32551e+06		225934	325297	1.26091e+06	279694	145605	175862	200746		213294	338841	135424	690488		366300	1.45042e+06	1.29803e+06	314384	105415	202819	682603			707548	796720						
